name,latitude,longitude,verification_score
Me + Crepe,49.283945,-123.113528,"partially matched: 76.98, ['Me Crêpes', (49.2839646, -123.11351)]"
MacLeod's Books,49.283401,-123.112606,"not matched: 42.91, ['Ha Long Bay', (49.2830665, -123.1126225)]"
BT Cafe,49.2542716,-123.0851632,"matched: 97.0, ['BT Cafe', (49.2542839, -123.0850295)]"
National Car Rental,49.287977619,-123.114691279,"not matched: 32.39, ['Tim Hortons', (49.2874193, -123.1145811)]"
Sulmida Dessert Cafe,49.2287214968,-122.9996724672,"partially matched: 63.35, ['Sulmida', (49.2286297, -122.9995122)]"
Goodge Place,49.2646167,-123.1390803,"not matched: 22.78, ['Freshslice Pizza', (49.2641666, -123.138328)]"
Guardian Storage,49.2650212,-123.1080721,"not matched: 30.73, [""Emelle's Westside Kitchen"", (49.264856, -123.108608)]"
7-Eleven,49.2793361,-123.1226045,"not matched: 35.93, ['The Living Room', (49.2790671, -123.123001)]"
Sunshine Market,49.2575308,-123.1274789,"not matched: 30.08, ['De Dutch', (49.2572846, -123.1269819)]"
Brooks Brothers Factory Outlet,49.197737,-123.1396536,"not matched: 18.1, ['Caffè Artigiano', (49.197754, -123.1407889)]"
Tacofino Oasis,49.2868011349,-123.1195749342,"not matched: 33.99, ['Quiznos', (49.2871644, -123.1197099)]"
Golden Car Wash,49.2216427,-122.9901177,not matched
Jericho Counselling Services,49.2630111,-123.1211867,"not matched: 48.19, ['Vancouver Laser & Skin Care Centre', (49.2630059, -123.1211953)]"
Space Lab,49.279562,-123.098778,"not matched: 37.23, ['Evergreen Taoist Church Of Canada', (49.2796065, -123.0988652)]"
Five Guys,49.3261450417,-123.1362669339,"matched: 96.1, ['Five Guys', (49.3262061, -123.1361153)]"
Harbour Oyster + Bar,49.2718946139,-123.0691815913,"matched: 94.6, ['Harbour Oyster + Bar', (49.2719391, -123.0694126)]"
Tandoori Fusion,49.2639679,-123.1695571,"matched: 98.8, ['Tandoori Fusion', (49.2639522, -123.1695223)]"
BC Liquor Store,49.2846966,-123.1119349,"not matched: 37.28, ['Tim Hortons', (49.2850471, -123.112065)]"
Five Sails Restaurant,49.2880313351,-123.1132921608,"not matched: 32.83, ['Starbucks', (49.2877059, -123.1133343)]"
Forever Window Screen,49.1924881,-123.0953888,not matched
Mayuri South Indian Cuisine,49.1482388,-122.8714629,"matched: 80.11, ['Mayuri Indian Cuisine', (49.1485074, -122.8714418)]"
Denman Cleantec,49.2885391,-123.1403454,"not matched: 47.08, ['Banana Leaf', (49.288292, -123.14005)]"
Vida Spa,49.2830751,-123.1239084,"not matched: 30.7, ['Sala Thai', (49.2823168, -123.1239578)]"
Modo,49.284723,-123.1142409,"partially matched: 57.2, ['Coco', (49.2845132, -123.114372)]"
Porch,49.2664028202,-123.2498867006,"not matched: 42.61, ['Pi R Squared', (49.2664195, -123.249893)]"
SunScape Tanning Studios,49.3061926,-123.0328047,"not matched: 30.54, ['Lynnmour', (49.306057, -123.0325065)]"
CoCo Fresh Tea & Juice,49.154835,-123.15823,"partially matched: 50.68, ['Coco 都可 Bubble Tea', (49.15468, -123.158142)]"
Sushi Main,49.2518619,-123.100658,"matched: 97.6, ['Sushi Main', (49.2518827, -123.1007604)]"
The Juice Truck,49.2760723,-123.1194564,"not matched: 42.01, ['The Greek by Anatoli', (49.2762885, -123.119756)]"
PetSmart,49.135677,-122.888137,"not matched: 8.94, ['Five Guys', (49.1355602, -122.8893132)]"
Floata Seafood Restaurant,49.2791047,-123.1007624,"not matched: 47.57, ['Gold Stone Bakery & Restaurant', (49.2796207, -123.1011093)]"
5 Petals Nail Spa,49.3211538,-123.070684,"not matched: 32.34, ['Pho North Vancouver', (49.321125, -123.0710738)]"
Belle Oasis Beauty Centre,49.18389,-123.133529,"not matched: 37.87, ['Aberdeen Centre', (49.1844445, -123.132854)]"
Mr. Rooter Plumbing of Vancouver BC,49.277625,-123.0770207,"not matched: 26.51, ['Off The Rail Tasting Room', (49.2777606, -123.0760415)]"
Willow Stream Spa at Fairmont Pacific Rim,49.288213145,-123.1169641388,"not matched: 37.12, ['Botanist', (49.2881797, -123.1171247)]"
Vancouver Auto Parts,49.2659329,-123.0693175,"not matched: 40.82, ['Cafe Deux Soleils', (49.2660404, -123.0695193)]"
OneZo Tapioca,49.226619,-122.993358,"matched: 99.1, ['OneZo Tapioca', (49.2266075, -122.993383)]"
Barney's Pizza & Chicken,49.150571,-122.865527,"not matched: 14.2, ['Aggarwal Sweets', (49.1513954, -122.8654334)]"
Newport Village Barbers & Stylists,49.2832731,-122.8259829,"not matched: 30.82, ['Newport Dental', (49.2824289, -122.8257005)]"
Fatburger,49.28017346,-123.1305706501,"matched: 96.4, ['Fatburger', (49.2802263, -123.130709)]"
Katie's Nails,49.2794217,-123.106791,"not matched: 45.25, ['Tinseltown Dental', (49.2794131, -123.1068624)]"
Yokohama Teppanyaki,49.1245685,-123.1815968,"partially matched: 74.13, ['Yokohama Teppanyaki & Sushi Bar', (49.1244671, -123.1818625)]"
Zeitoon Restaurant,49.2770751,-122.835318,"not matched: 36.88, ['Shawliz', (49.2770393, -122.8354693)]"
Shin Ka Gyuu,49.2633861751,-123.1370025873,"matched: 99.7, ['Shin Ka Gyuu', (49.26339, -123.1370072)]"
Stella Nails,49.278871,-123.1165106,"not matched: 37.98, ['Canada Capstone College', (49.2791407, -123.1167124)]"
Pillars Salon,49.2808669,-123.0099695,"not matched: 44.86, [""Anton's Pasta Bar"", (49.2809073, -123.0098236)]"
The Dirty Apron Delicatessen,49.2805779,-123.1091912,"not matched: 29.27, ['Jam Cafe', (49.2803078, -123.109681)]"
Kim's Mart,49.211717003,-122.9602607712,not matched
Lucky Star Nails & Spa,49.2535482578,-123.0835547247,"not matched: 27.62, ['Windsor Dental Clinic', (49.2540898, -123.083535)]"
Cazba Express,49.2799732584,-122.799212916,"not matched: 38.42, [""Ricky's Bar & Grill"", (49.2798592, -122.7997004)]"
Papa Dave's Pizza,49.2656194,-122.78677,not matched
Shoppers Drug Mart,49.2551041,-123.1017633,"matched: 86.5, ['Shoppers Drug Mart', (49.2554938, -123.1016544)]"
Intercity Animal Emergency Clinic,49.2107251173,-123.0933398251,"matched: 96.1, ['Intercity Animal Emergency Clinic', (49.2108202, -123.0934412)]"
Mt Fuji Japanese Restaurant,49.225236,-123.054351,"not matched: 42.88, ['Shoppers Drug Mart', (49.2253128, -123.0543177)]"
The Red Room,49.2842495,-123.1113665,"matched: 82.77, ['Red Room', (49.2842279, -123.1113795)]"
Steamworks Liquor Store,49.2848485,-123.11105,"partially matched: 70.5, ['Steamworks', (49.2848692, -123.1109875)]"
Pizza Hut,49.2682233,-123.1463261,"matched: 97.6, ['Pizza Hut', (49.2681518, -123.1463206)]"
Lowe's Home Improvement,49.1885023,-122.9523246,"not matched: 15.9, ['Subway', (49.1883248, -122.9517415)]"
Starbucks,49.325701,-123.135434,"matched: 97.9, ['Starbucks', (49.3256789, -123.1353529)]"
Mona Lisa Hair Salon,49.2243897,-123.0906183,"not matched: 38.86, ['Yu Xiang Yuan Restaurant', (49.2246588, -123.0909787)]"
Kerrisdale Pharmacy & Medical Supplies,49.2357196,-123.1558368,"partially matched: 73.4, ['Kerrisdale Pharmacy', (49.2356695, -123.1557823)]"
First Nails,49.1994229,-122.8095513,"not matched: 32.91, ['Riverside', (49.1996558, -122.8101)]"
Browns Books,49.2809182,-123.0223197,"not matched: 39.5, ['Baci Ristorante', (49.2809655, -123.022524)]"
Round Table Pizza,49.154735,-123.1257286,"matched: 97.6, ['Round Table Pizza', (49.1547908, -123.1257818)]"
Hot Spot Pizza,49.2801187,-122.9818486,"matched: 94.46, ['Hotspot Pizza', (49.280093, -122.9818276)]"
Delane' Canada Stores,49.2883436,-123.1153855,"not matched: 39.43, ['Bellaggio Café & Gelateria', (49.2887562, -123.1150926)]"
Kongee Dinesty,49.1872314,-123.124219,"matched: 99.4, ['Kongee Dinesty', (49.1872471, -123.1242174)]"
OpenRoad Toyota Port Moody,49.2771906,-122.8365192,"not matched: 6.6, ['Shawliz', (49.2770393, -122.8354693)]"
COSTEN CATBALUE Goldsmith + Design,49.2704832,-123.1463015,"not matched: 37.26, ['Kahve café', (49.2705516, -123.146241)]"
R & H Chinese Food,49.1757148767,-123.1319188411,"not matched: 36.18, ['Gingeri Chinese Cuisine', (49.1761102, -123.1309092)]"
Sushi Q Tea Cafe,49.22507,-122.9423701,not matched
Sushi Moon,49.225211,-123.0903776,"matched: 98.2, ['Sushi Moon', (49.2252584, -123.0903841)]"
Milk & Sugar Cafe,49.2332961,-123.0338792649,"matched: 99.4, ['Milk & Sugar Cafe', (49.233308, -123.0338835)]"
Ho Fung,49.215071,-122.9227783,"matched: 96.4, ['Ho Fung', (49.2149754, -122.9228305)]"
Golden Swan Restaurant,49.2361844,-123.0649258,"matched: 97.9, ['Golden Swan Restaurant', (49.2361234, -123.0649329)]"
Donnellans Irish Pub,49.2782112,-123.1240415,"partially matched: 61.62, [""Donnelan's"", (49.2782909, -123.1241919)]"
Non Stop Pizza,49.2239975,-123.0911232,"partially matched: 68.14, ['Hometown Pizza', (49.2239684, -123.0909929)]"
Marci Auto Services,49.3195726,-123.1021031,not matched
Medina Cafe,49.2804429973,-123.1170362698,"partially matched: 50.65, ['Cafe Medina', (49.2805588, -123.1169062)]"
The Kitchen Corner Superstore,49.267983563,-123.1493633315,"not matched: 45.93, ['Jitters Cafe', (49.2679451, -123.1494499)]"
Bonjour Vietnam Bistro,49.249668,-123.0899331,"matched: 98.5, ['Bonjour Vietnam Bistro', (49.249653, -123.089883)]"
Westcoast Autosport,49.2814493,-123.0664347,"not matched: 41.0, ['Pelican Seafood Restaurant', (49.2815272, -123.0660535)]"
FlyOver Canada,49.2892408046,-123.1089939791,"partially matched: 70.3, ['FlyOver Canada', (49.2891958, -123.110351)]"
Rice and Noodle,49.2862516,-123.1279031,"partially matched: 77.9, ['Rise & Noodle', (49.2863433, -123.1277909)]"
Davie Village Tanning,49.2798789,-123.1307006,"not matched: 41.37, ['Italian Tomato', (49.2799857, -123.130351)]"
Vida Spa,49.2924789,-123.1293348,not matched
National Car Rental,49.181159,-123.16966,not matched
In the Raw Food For Dogs & Cats,49.311992,-123.075877,"not matched: 36.2, ['South Castle Korean Restaurant', (49.3118497, -123.0764847)]"
The Brick,49.258717,-123.041817,"not matched: 19.3, ['Vancouver East Veterinary Clinic', (49.2589519, -123.0408125)]"
Sing Yee Chinese Restaurant,49.1851796,-123.1291287,"matched: 91.6, ['Sing Yee Chinese Restaurant', (49.1849463, -123.1292553)]"
Jagga Sweet & Cuisine,49.1718068,-122.8906637,"partially matched: 72.01, ['Jagga Sweets', (49.1718164, -122.8906903)]"
Earls Kitchen + Bar,49.2814273326,-123.1237540472,"not matched: 43.65, [""Earl's"", (49.2815936, -123.123754)]"
Coppersmith Dental Centre,49.1324378,-123.0992804,"not matched: 28.61, [""Nando's"", (49.1327053, -123.0991859)]"
Cafe Eve,49.326665,-123.139396,"not matched: 36.32, ['White Spot', (49.3264332, -123.1392875)]"
Blend Bubble Tea,49.2721308,-122.7555575,"matched: 95.2, ['Blend Bubble Tea', (49.272054, -122.7557372)]"
Cha Ca Hoang Yen Deli,49.2364522,-123.0652317,"not matched: 32.94, ['Golden Swan Restaurant', (49.2361234, -123.0649329)]"
Avalon Dance Shop,49.1494832,-122.8918556,"not matched: 38.64, ['D-Plus Pizza', (49.1495595, -122.891927)]"
Footworks Relaxology,49.2639875,-123.1718341,"not matched: 37.22, ['Pokay', (49.2642652, -123.1718011)]"
Thai Away Home,49.2890739,-123.1312781,"not matched: 43.86, ['Kazami Japanese Restaurant', (49.2889396, -123.1312094)]"
A&W,49.2772095,-122.7945153,"not matched: 21.31, ['Starbucks', (49.2770021, -122.7952609)]"
Ben Gong's Tea,49.1866459,-123.1334222,"not matched: 38.21, ['Hong Mao Restaurant', (49.1870173, -123.1331863)]"
Chewies Steam & Oyster Bar - Kits,49.2709727,-123.1552829,"partially matched: 59.29, ['Chewies', (49.270944, -123.1552107)]"
Kuma Japanese Restaurant,49.2559752144,-123.1849636221,"partially matched: 57.97, ['Kuma', (49.255977, -123.18492)]"
Varnish Nail Lounge,49.2735552,-123.1224609,"not matched: 35.16, ['Yaletown medical clinic', (49.2733083, -123.123068)]"
Izba Bistro,49.2608098,-122.7592768,not matched
Everforex Vancouver Oakridge Office,49.2319166,-123.1179691,not matched
Beyond Nails,49.2638564,-123.1660151,not matched
Freedom Mobile,49.2788875,-123.116585,"not matched: 43.26, ['Le Petit Belge', (49.2789851, -123.116424)]"
Milano Coffee,49.2636608,-123.1086897,"matched: 83.02, ['Milano Cafe', (49.2637142, -123.1087033)]"
The Lamplighter Public House,49.283717,-123.106238,"matched: 99.7, ['The Lamplighter Public House', (49.2837114, -123.106243)]"
White Spot,49.2229357,-122.9841561,"matched: 98.5, ['White Spot', (49.2228919, -122.9841704)]"
Beatmerchant Record Store,49.1244415439,-123.1839685826,"not matched: 46.93, ['Britannia Steveston', (49.1242908, -123.1839261)]"
Rep1 Fitness,49.2645516,-123.1784439,"not matched: 33.87, ['Jun Sushi', (49.2643924, -123.1782983)]"
Coast Capital Savings,49.2825264,-122.8012375,"not matched: 29.9, ['Copa Cafe', (49.2819039, -122.8008628)]"
7-Eleven,49.162489,-123.1317803264,"not matched: 33.3, ['Redbud Restaurant', (49.16229, -123.1316477)]"
Stepback,49.2639677,-123.1710324,"partially matched: 53.11, ['Starbucks', (49.2639716, -123.1702755)]"
Starbucks,49.2683106647,-123.0012221939,"partially matched: 50.71, ['Saboten', (49.2682125, -123.001199)]"
The Captain's Boil,49.28874,-123.130575,"matched: 94.3, [""The Captain's Boil"", (49.2887053, -123.130825)]"
Pokérrito,49.2826418,-123.1151179,"matched: 99.1, ['Pokérrito', (49.2826167, -123.1151176)]"
Cobs,49.2791212,-122.8286614,"not matched: 38.77, ['Subway', (49.2792189, -122.8287203)]"
Lucky Plus Restaurant,49.2504140595,-123.0340500176,"matched: 99.7, ['Lucky Plus Restaurant', (49.250421, -123.034043)]"
Johnnie Fox's Irish Snug,49.278961699999996,-123.1237552,"matched: 99.1, [""Johnnie Fox's Irish Snug"", (49.27897, -123.1237246)]"
Jj's Plumbing Heating & Drainage,49.2767164,-122.757113,not matched
River Rock Casino Resort,49.195004,-123.128031,not matched
Electric Harbour Tours,49.2944988,-123.1330611,not matched
The Garden Strathcona,49.2808066,-123.085638,"not matched: 42.72, ['S2 Cafe House', (49.2809214, -123.0854249)]"
Shop Task,49.2698074,-123.1009407,"not matched: 31.72, ['Lookout Emergency Aid Society', (49.270015, -123.1011388)]"
Vietnamese Tea House,49.2810287,-123.0536917,"not matched: 39.7, ['El Pulgarcito', (49.2810095, -123.0537462)]"
Starbucks,49.2824431,-123.1171895,"matched: 87.1, ['Starbucks', (49.2825404, -123.116622)]"
Nahm Thai Bistro,49.1876049437,-122.843991369,"matched: 91.3, ['Nahm Thai Bistro', (49.1876113, -122.8435939)]"
Della Optique,49.2643071,-123.1644213,"not matched: 26.3, ['Uno Gelato', (49.2641849, -123.163688)]"
Crosstown Massage Therapy,49.2811834,-123.1081775,"not matched: 35.53, ['Tim Hortons', (49.2809701, -123.107834)]"
5 Star Barber Shop,49.2888252,-123.1283187,"not matched: 33.61, ['Subway', (49.2887314, -123.1281326)]"
Save-On-Foods,49.2188293,-122.956931,"not matched: 29.78, ['Subway', (49.2186099, -122.9567528)]"
Platform 7,49.2636455299,-123.1579183829,not matched
7-Eleven,49.2146484232,-122.988038063,"not matched: 36.46, ['South Slope', (49.2147048, -122.988105)]"
Golden Ocean Seafood Restaurant,49.2343601354,-123.1533913129,"not matched: 34.57, ['Kerrisdale Station Medical Clinic', (49.233951, -123.153439)]"
RIF moving,49.233824,-123.0155779,"not matched: 22.4, ['CEFA Early Learning', (49.2330789, -123.015554)]"
JOEY Coquitlam,49.2429006464,-122.8892603517,"not matched: 22.83, ['bb.q Chicken', (49.2435344, -122.889606)]"
Halfmoon Manga & Anime,49.2117754,-123.1024971,"not matched: 38.09, ['Main Express', (49.2119189, -123.1025474)]"
Averbach Mortgages,49.2638224,-123.1364714,"not matched: 31.6, ['Masa Japanese Restaurant', (49.263431, -123.1365721)]"
Rayhan,49.2574073,-123.1269061,"not matched: 39.4, ['Falafully Good', (49.2573934, -123.1269764)]"
Union Street Cycle,49.2786427,-123.0976753,"not matched: 34.83, ['Phnom Penh Restaurant', (49.2783793, -123.098194)]"
West 10th Eyes,49.2638825,-123.2048717,"not matched: 39.21, ['West 10th Medical Pharmacy', (49.2638921, -123.2035965)]"
Mr. Pretzel,49.2259647955,-122.9972893573,"not matched: 39.54, ['Curry Express', (49.2258084, -122.9977187)]"
Bruce Eyewear,49.2836599736,-123.1066991511,"not matched: 39.94, ['The Praguery', (49.2834894, -123.1067348)]"
Beefway Meats,49.240066,-123.053978,"not matched: 44.36, ['chefhyve', (49.2400109, -123.0535972)]"
Toys 'r' US,49.2337181,-122.8606572,not matched
Hiel Cafe,49.2190754,-122.9281755,"matched: 95.5, ['Hiel Cafe', (49.2190107, -122.928008)]"
Save on Cartridge Plus,49.280873,-123.045367,"not matched: 38.8, [""Dijo's Pizza"", (49.2808303, -123.045249)]"
Eyedol Optical,49.26086,-123.11629,"not matched: 29.52, ['A&W', (49.2608512, -123.1161648)]"
YYOGA Yaletown,49.2776779346,-123.120758,"not matched: 23.74, ['Contemporary Art Gallery', (49.2782799, -123.121185)]"
Samz Neighbourhood  Pub,49.2637375,-122.7813948,"not matched: 15.31, ['Royal Canadian Legion - Branch 133 (Port Coquitlam)', (49.26428, -122.780373)]"
Pemberton Station Pub,49.3174267,-123.108282,"partially matched: 73.8, ['Pemberton Station Neighbourhood Pub', (49.3172364, -123.1082535)]"
Purolator Courier,49.2631274,-122.990779,not matched
Chào Street Food,49.2804064,-123.1069714,"not matched: 46.34, ['Wow Thai Food', (49.2801753, -123.1063639)]"
The Arbutus Club,49.2487192,-123.1517219,not matched
Broadway-City Hall Station,49.2629559522,-123.1144849084,"not matched: 39.43, ['Coast Capital Savings', (49.2633336, -123.113939)]"
Lobster Foods,49.287383,-123.141361,"not matched: 45.65, ['Starbucks', (49.287236, -123.141423)]"
Afghan Horsemen Restaurant,49.2694847203,-123.1387352943,"matched: 92.5, ['Afghan Horsemen Restaurant', (49.269267, -123.138821)]"
Mountain View Cemetery,49.2350848,-123.092821,not matched
Domino's Pizza,49.1906907,-122.8418302,not matched
Soup Meister,49.3107068,-123.0817305,"not matched: 35.13, ['Bean Around The World', (49.3107221, -123.0812615)]"
Lilianne's Bridal,49.2632689371,-123.1078523141,"not matched: 29.44, ['Milano Cafe', (49.2637142, -123.1087033)]"
Curry Express,49.2274061,-122.9998801,"partially matched: 64.34, ['Uni Sushi Express', (49.2272898, -123.0001015)]"
Barcelos Flame Grilled Chicken,49.164396558,-122.8768198085,not matched
Dueck Downtown,49.2699325727,-123.0851024257,not matched
Weston Luggage,49.2679682,-123.0971195,"not matched: 13.35, ['Truck Stop Diner', (49.2688201, -123.0967506)]"
Sampan Commercial & Coin Laundry,49.240239,-123.0649609,"not matched: 47.5, ['Angkor Restaurant', (49.2402115, -123.0649324)]"
North Shore Bowl,49.3138811,-123.0788056,"not matched: 38.08, ['Busan Daeji Gukbap Restaurant', (49.3139495, -123.07891)]"
Rogers Wireless,49.2809298,-123.1188766,"not matched: 42.32, ['Meat & Bread', (49.2810223, -123.118995)]"
Friends On Fraser Hair Design,49.2306627,-123.090816,"partially matched: 51.24, ['Fraser Street', (49.2304548, -123.0908585)]"
Mayhew Sherwood Florist,49.2645268263,-123.1856226229,"not matched: 37.84, ['Royal Canadian Legion Hall', (49.2644931, -123.1854594)]"
Ginger Indian Cuisine,49.1543507802,-123.1246189479,"matched: 92.8, ['Ginger Indian Cuisine', (49.1541426, -123.1245757)]"
Icy Bar,49.2493267587,-123.0739151644,"matched: 97.6, ['Icy Bar', (49.2493978, -123.0739174)]"
One Under,49.2846904,-123.1145505,"partially matched: 72.11, ['One Under Vancouver', (49.2847445, -123.114506)]"
Sprouts,49.2675858744,-123.2503912804,"not matched: 47.58, ['Starbucks', (49.2672707, -123.249929)]"
Spot On Digital Marketing,49.2767763778,-123.0700665947,"not matched: 34.46, ['The Bunny Cafe', (49.2764633, -123.0699932)]"
The Grainry,49.2727014,-123.1352146,"not matched: 44.18, ['OMI Teriyaki & Sushi', (49.2727426, -123.1352218)]"
Boorman Archery,49.2290267656,-122.892664453,"not matched: 39.44, ['Thai New West', (49.229018, -122.892597)]"
Dairy Queen,49.2264590993,-123.0004830847,"partially matched: 71.5, ['Dairy Queen', (49.2272788, -123.0001497)]"
Hainan Kitchen,49.1547547,-123.1239279,"partially matched: 76.3, ['Hainan Kitchen', (49.1541434, -123.124473)]"
